universidad,carrera,fecha_de_inscripcion,nombre,sexo,fecha_nacimiento,localidad,direccion,email
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,12-Dec-20,ROBERT_GENTRY,M,13-Apr-74,ALPACHIRI,"255_COLLEEN_SKYWAY_SUITE_033
PORT_LISAVILLE,_NM_68487",FOXJULIA@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,01-Jan-21,ERIC_SLOAN,M,29-Sep-97,AGUA_COLORADA,"UNIT_1506_BOX_6401
DPO_AE_85445",LOPEZNICHOLE@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ARTES,14-Nov-20,JOEL_CRAWFORD,M,03-May-62,CHAPI_TALO,"382_MICHAEL_BYPASS
BROWNVILLE,_AK_20432",TJACOBSON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,04-Nov-20,HEATHER_HOFFMAN,F,09-Aug-31,CAMPO_COUBERT,"18924_KELLY_MOUNTAINS
FRAZIERCHESTER,_LA_12398",WALKERJOE@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,14-Dec-20,BETTY_COLLINS,F,17-Dec-30,COSTA_DEL_NOGOYA,"19007_GOODWIN_SQUARE
KINGVILLE,_AK_62668",DAVIDEDWARDS@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,31-Dec-20,ANTONIO_ALVARADO,M,16-Aug-71,ALAMOS,"07864_ANTHONY_RAPIDS
COOPERBERG,_NJ_73712",KEITH31@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,06-Oct-20,TRAVIS_SCHMIDT,M,14-Mar-40,CORRAL_DE_PIEDRAS,"40599_SUSAN_SQUARE
WEST_THOMAS,_CO_69809",ALLENSULLIVAN@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,19-Oct-20,LACEY_OWENS,F,25-Jul-87,AMBAS_PUNTILLAS,"35510_DONALD_SQUARES_SUITE_305
WEST_ALEXANDERHAVEN,_HI_15672",WERNERAARON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,MEDICINA,21-Nov-20,STEVEN_GONZALEZ,M,13-Jul-18,PLANICIE_BANDERITA,"39601_JENKINS_ISLANDS
ANDREVIEW,_WA_43307",BRENDA06@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,20-Nov-20,DAN_MARTINEZ,M,12-Feb-96,BALCARCE,"155_SCOTT_MOUNTAINS
WAGNERPORT,_DE_47219",EHURLEY@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,11-Jan-21,APRIL_HOUSE,F,22-Apr-16,CHAPI_TALO,"7340_AYALA_ORCHARD
EAST_JOHN,_SD_07130",ACEVEDOMARK@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,16-Sep-20,KRISTIN_WILLIAMS,F,10-Apr-58,SAN_MAYOL,"1287_KENNETH_RADIAL
EAST_MELINDA,_KY_70936",AGUIRREWILLIAM@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,22-Jan-21,JILL_YOUNG,F,22-Aug-28,BELLA_VISTA,"643_PALMER_LAND
MICHAELLAND,_CT_00916",JOHNDILLON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,30-Oct-20,ERIC_PARSONS,M,30-Oct-95,BOWEN,"479_DIAZ_PLAZA_APT._084
WEST_KRISTYFURT,_NC_37080",BOBBY78@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,28-Oct-20,JONATHAN_WIGGINS,M,06-Aug-08,30_DE_OCTUBRE,"2472_GILBERT_VILLAGES
EDDIEMOUTH,_FL_85706",ERICJACKSON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_MECÁNICA,04-Nov-20,RYAN_BRIGGS,M,15-Feb-28,LA_CHISPA,"15873_WILLIAMS_GROVE_APT._239
MCKINNEYFURT,_MS_32321",JONESJUSTIN@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,29-Nov-20,SHAWN_JONES,M,05-Aug-78,ARROYO_PASTORA,"68785_SMITH_LANDING_APT._203
WEST_MARK,_NE_21844",TIMOTHYMONTGOMERY@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,MEDICINA,24-Jan-21,KELLY_HENRY,F,28-Jan-01,AERO_CLUB_ROSARIO,"3401_WOOD_RADIAL_APT._374
NEW_ANNA,_HI_65689",SUTTONGREGORY@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,24-Sep-20,ANNE_COOK,F,06-Aug-08,ANGUIL,"5641_LYNN_CLIFFS
SOUTH_ROBERT,_NE_62186",LAURA24@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,21-Sep-20,HENRY_CAIN,M,27-Mar-42,ALMIRANTE_BROWN,"84478_SOSA_KEYS_APT._129
WEST_VERONICASTAD,_ND_79810",BROWNCHRISTOPHER@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,06-Oct-20,JOHNNY_ORTIZ,M,16-Jun-17,CAÑADA,"254_POWELL_MILL
WEST_JUAN,_SD_76422",REESESHAWN@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ACTUARIO_,16-Nov-20,JARED_POWERS,M,05-Oct-16,BAJO_DE_RACO,"250_VIRGINIA_RIDGES_APT._680
EAST_RACHELBOROUGH,_ND_93417",JOHNSONCHARLOTTE@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,08-Oct-20,NATHANIEL_JOHNSON,M,24-Oct-81,ABRA_DEL_TRIGO,"443_ANN_RUN_APT._411
PORT_KARENSTAD,_MS_69062",DELEONNICOLE@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,25-Dec-20,REBECCA_HOPKINS,F,23-Jun-36,SIERRA_DE_LA_VENTANA,"0807_PHILLIPS_REST_APT._182
NEW_ANDRE,_NM_42928",WILSONMIKE@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,04-Dec-20,DANIEL_WILLIAMS,M,28-Feb-92,CAMPO_PEÑA_LOPEZ,"55780_JONATHAN_RIVER_APT._458
MICHAELBOROUGH,_TX_41570",WARERYAN@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,26-Nov-20,PATRICIA_AGUILAR,F,17-Apr-53,ARANA,"896_ANDERSON_GARDEN_APT._675
NORTH_MICHAEL,_AL_07046",JAMES12@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,02-Nov-20,RICARDO_SLOAN,M,23-Nov-74,CHUMBICHA,"PSC_8849,_BOX_2415
APO_AA_03242",KNIGHTMICHAEL@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,01-Nov-20,CHRISTOPHER_SMITH,M,24-Dec-17,VILLA_LYNCH,"9203_BALL_STATION
BROWNLAND,_WA_44282",ZCERVANTES@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,22-Jan-21,DENISE_HALL,F,18-Jul-05,DOCK_SUD,"36094_AMBER_PRAIRIE_APT._621
NEW_DOUGLAS,_OK_88258",HARDINGJORGE@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,17-Dec-20,ANDREA_BURTON,F,09-Nov-11,SALADILLO_NORTE,"05749_KRISTIN_BRANCH
NORTH_KELSEYTON,_MD_06406",KIM58@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,01-Sep-20,EDWIN_BRADLEY,M,30-Aug-14,ALDEA_ASUNCION,"3739_DOUGLAS_SHORE_APT._698
HEIDITON,_VT_10150",XLEONARD@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,03-Dec-20,JULIA_MCDANIEL,F,22-Apr-91,EL_CARRETERO,"90945_CYNTHIA_FORKS
NICHOLSTOWN,_TX_55061",VBURTON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,21-Jan-21,DANIEL_JONES,M,10-Jun-87,ARROYO_PASTORA,"463_KYLE_MOTORWAY_SUITE_955
JANICEVIEW,_RI_29259",KRISTINEGILLESPIE@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,23-Jan-21,JODY_SMITH,F,05-Oct-46,LA_CHINACA,"204_DIANE_FORGES_SUITE_306
AMANDAHAVEN,_DC_73149",NICOLECARRILLO@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,23-Nov-20,PATRICK_SWEENEY,M,02-Jun-27,COLON,"0351_PEREZ_TUNNEL_APT._788
EAST_JOSEPHMOUTH,_UT_84930",GCARLSON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,07-Dec-20,JOSEPH_NORTON,M,09-Aug-21,COLONIA_TACURALES,"910_ELIZABETH_FORGES_SUITE_109
PORT_HANNAH,_CA_49090",MELISSAGIBSON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,22-Oct-20,RITA_MORGAN,F,31-Jul-18,VALLE_HONDO,"18795_NICHOLAS_PLACE_APT._643
PORT_YVONNETON,_OK_90730",KATHYGARCIA@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,17-Jan-21,JAMES_TORRES,M,04-Aug-48,KILOMETRO_47,"13930_SAMANTHA_TURNPIKE_APT._411
NORTH_WANDAPORT,_MD_67509",STANLEYPARKS@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,24-Nov-20,LARRY_THOMAS,M,02-Jan-06,ALONGO,"648_THOMAS_TERRACE
SOUTH_PEGGY,_IL_19909",HILLDONNA@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,12-Dec-20,AUSTIN_CURTIS,M,31-Dec-84,CHOCORI,"589_JAMES_ROUTE
LARSONVIEW,_TX_62762",KELLYWALTERS@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,26-Dec-20,TYLER_WARD,M,16-Nov-25,ASCENCION,"UNIT_7640_BOX_2856
DPO_AP_41111",FINLEYBRITTNEY@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,13-Sep-20,ELIZABETH_JOHNSTON,F,04-Aug-33,ABIPONES,"4510_REBECCA_COMMON
LAKE_JAMES,_CA_34434",MEGANMYERS@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,05-Sep-20,SAMANTHA_PEREZ,F,05-Jan-24,ALCARAZ_SUD,"67359_MCMAHON_PIKE
GONZALEZFORT,_OH_64089",LUCASANDREA@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,12-Sep-20,KAREN_WALLACE,F,12-Dec-99,VICENTE_LOPEZ,"668_JOHN_TRACK_SUITE_670
LAKE_SONYA,_OH_09312",JENNIFER41@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,31-Oct-20,TAYLOR_WILLIS,F,26-Nov-19,BLAQUIER,"30621_ELIZABETH_FORGE_APT._538
SOUTH_CONNOR,_IA_86767",ROBINSONDANNY@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,03-Jan-21,ERIC_MARTINEZ,M,11-Apr-68,ABRA_DEL_TAFI,"2902_NICHOLAS_TRAFFICWAY
WOLFEHAVEN,_MD_59721",ADRIENNE63@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,30-Jan-21,ANA_HOLT,F,29-Jan-14,CARAPACHAY,"832_HALL_THROUGHWAY
SOUTH_CONNIESTAD,_MA_03338",ALANCROSS@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ACTUARIO_,03-Sep-20,MICHAEL_BALDWIN,M,16-Jan-68,AGUADA,"6439_ROBERT_CREST
DAISYHAVEN,_MO_20826",ALYSSABENSON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,19-Jan-21,SEAN_FAULKNER,M,10-Apr-47,ALDEA_SAN_ANTONIO,"7572_MORGAN_VILLAGES_APT._164
NEW_DEANVILLE,_MI_31252",AGONZALEZ@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,14-Dec-20,JOSEPH_BENNETT,M,29-Oct-95,ALTO_RIO_PICO,"21807_BELL_STRAVENUE_APT._319
DAVIDTOWN,_MD_29782",ROBERTWILKERSON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,11-Sep-20,SARAH_KIRK,F,26-Mar-00,CAÑADON_DE_LAS_VACAS,"90145_LORI_FORGE
LAKE_ANGELAVIEW,_OH_79719",JESSICAPHILLIPS@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,25-Dec-20,AMANDA_PHILLIPS,F,02-Jan-08,GERLI,"USCGC_BERRY
FPO_AE_67997",JENNIFERPARKER@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,03-Dec-20,DAVID_PECK,M,30-Jun-25,FRIGORIFICO_CAP,"323_EDWARD_WAY_SUITE_924
WILLIAMSSIDE,_TN_56341",JEFFREYPOWELL@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,15-Nov-20,STEVEN_BERG,M,16-Oct-39,BERRETTA,"3667_CARTER_UNIONS
WILSONLAND,_NC_28437",ANTHONYGRAY@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,29-Dec-20,MATTHEW_MARTIN,M,14-Aug-42,ALTO_DEL_SALADILLO,"2625_JOEL_SHORE_SUITE_268
EAST_EMILY,_KS_27253",DSMITH@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,01-Dec-20,CHARLES_HURST,M,29-Mar-91,COLONIA_BERRO,"83213_SANDERS_FLATS
PORT_GREGORY,_TN_05725",JUDITHGILBERT@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,14-Nov-20,JERRY_HOWARD,M,04-Jan-98,ARROYO_CASCO,"3048_CHRISTOPHER_STREAM
WEST_KAYLA,_MD_33175",COURTNEY36@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,04-Oct-20,ADAM_CARRILLO,M,03-Jun-84,ESTANCIA_SANTA_CATALINA,"808_TRAN_PASSAGE
EAST_VALERIEPORT,_TX_67041",ALVINSCOTT@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,23-Jan-21,HUNTER_SHAFFER,M,26-Dec-39,ARBOLEDA,"137_LAUREN_MOUNTAIN_SUITE_673
PORT_WILLIAM,_SD_64899",NSKINNER@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CONTADOR_PÚBLICO_,06-Sep-20,WAYNE_SMITH,M,13-Sep-72,AGUA_BLANCA,"8807_SUSAN_BYPASS
PORT_TINA,_ME_78342",LINDA67@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,13-Oct-20,MATTHEW_WELLS,M,02-Oct-80,DOMSELAAR,"958_TRAVIS_CRESCENT
SOUTH_JEREMYLAND,_CT_83975",PMENDEZ@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,10-Nov-20,DANIELLE_DEAN,F,18-May-89,LA_PRIMAVERA,"094_RYAN_WELL_SUITE_173
JAMESFORT,_CA_08071",GOODMANDAVID@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ARTES,20-Nov-20,ALEX_NELSON,M,14-Oct-30,LA_QUERENCIA,"5791_MILLER_LAND_APT._725
KRAMERTON,_VA_72380",LARSONDANIEL@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CONTADOR_PÚBLICO_,07-Nov-20,EDWARD_GUZMAN,M,28-Jul-85,ALDEA_APELEG,"418_LISA_ROADS_SUITE_482
ADAMBOROUGH,_NM_31337",UMURPHY@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CONTADOR_PÚBLICO_,02-Nov-20,JAMES_KING,M,24-Jun-72,28_DE_NOVIEMBRE,"7526_ANDERSON_RAMP
MIKELAND,_KS_12121",HTHOMPSON@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,23-Dec-20,DIANE_LOPEZ,F,23-Mar-52,COLONIA_ABORIGEN,"7805_SANTOS_INLET
WEST_DANIEL,_DC_49568",DYLAN69@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,21-Nov-20,JESSICA_STEIN,F,21-Apr-19,AGUA_SEBALLE,"452_FLOWERS_KEYS
LAURIEBURY,_KS_51876",PARKERTARA@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,01-Feb-21,RANDALL_BARKER,M,09-Jul-20,FRANCISCO_MADERO,"94068_LEWIS_MEADOW
NEALLAND,_IN_16001",DENNISJASON@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,04-Jan-21,MADISON_MCGUIRE,F,09-Mar-41,ACOSTILLA,"29281_BROWN_MEADOW
NIXONTOWN,_TN_13259",DAVIDWYATT@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ADMINISTRACIÓN_,27-Dec-20,JAMES_PHILLIPS,M,13-Sep-31,CABI_MONDA,"456_JUAREZ_PIKE_APT._097
THOMPSONSTAD,_AR_90041",HUGHESJESSE@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,05-Sep-20,RICARDO_INGRAM,M,28-Dec-05,CANDIOTI,"1814_DANIELS_STREETS_APT._361
DOUGLASSIDE,_IA_78730",VERONICAEVANS@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,12-Jan-21,TIMOTHY_GLASS,M,09-Jul-32,PASO_DEL_REY,"27267_SMITH_CROSSROAD
LAKE_JOSEPH,_MA_81407",DAVISSUSAN@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,05-Jan-21,RANDY_PAUL,M,06-Dec-29,ALPACHIRI,"4479_SMITH_MANORS_APT._368
SOUTH_STEVENBURGH,_PA_69994",LUIS55@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,15-Dec-20,THOMAS_WHITE,M,07-Jun-68,AGUA_DE_LA_PIEDRA,"3014_CANDICE_COMMON
JANICESTAD,_AR_95937",ANDREW14@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,09-Jan-21,BRANDI_LESTER,F,09-Nov-73,BREA_CHIMPANA,"219_JONES_STATION
DEANPORT,_CO_70104",DTUCKER@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,22-Oct-20,MICHAEL_BYRD,M,31-Dec-19,CAMPANA,"71661_SULLIVAN_PARKWAY_SUITE_530
GARCIABOROUGH,_IN_87845",YADAMS@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,29-Sep-20,SHANNON_KNIGHT,F,09-Dec-13,ALFEREZ_SAN_MARTIN,"46198_HERNANDEZ_UNDERPASS
LAURASHIRE,_NV_88145",LYNNGONZALEZ@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,14-Sep-20,KENNETH_HERNANDEZ,M,04-Feb-22,COLONIA_CORONEL_DORREGO,"23592_ALYSSA_EXTENSION_SUITE_436
AMBERBURGH,_NJ_56460",COXGABRIELLE@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,26-Nov-20,THOMAS_LEE,M,28-Feb-21,KILOMETRO_47,"454_ROBERT_MOUNTAINS
AVERYTOWN,_WA_93936",KMASSEY@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ARTES,17-Jan-21,MR._MICHAEL_SMITH,M,27-Jun-50,ALTO_LAS_LECHUZAS,"163_LOWE_TUNNEL_APT._197
WEST_JASON,_VA_68089",KHERNANDEZ@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,01-Oct-20,LAURA_WILLIAMS,F,20-Nov-09,PAGANCILLO,"65998_MELISSA_CORNER
LAKE_SHARONCHESTER,_SC_27768",SANFORDHEATHER@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ADMINISTRACIÓN_,19-Sep-20,DAVID_STEWART,M,15-Jun-08,SAN_CLEMENTE_DEL_TUYU,"751_CURTIS_LAND
PORT_KENNETHHAVEN,_GA_11090",LEESTEPHANIE@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,21-Oct-20,JASON_BENSON,M,09-Mar-71,PILAR,"8338_KENNETH_LAKE_APT._794
WEST_ANDRES,_MT_20815",LAWRENCECABRERA@YAHOO.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ARTES,14-Dec-20,GUY_SMITH,M,05-Aug-28,23_DE_AGOSTO,"829_DESTINY_COVES
DUNCANCHESTER,_WY_51838",CAMPBELLROBERT@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ADMINISTRACIÓN_,28-Dec-20,HANNAH_SUAREZ,F,04-Feb-95,APEADERO_LAS_CHIMBAS,"7919_WHITEHEAD_GARDENS
BRYANSTAD,_IA_08883",KJOHNSON@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_MECÁNICA,16-Oct-20,DAVID_PATTERSON,M,11-Jun-38,BELLA_VISTA,"8096_KNIGHT_POINT
SHERRYBURY,_MI_06787",XPEREZ@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CONTADOR_PÚBLICO_,30-Oct-20,JOSEPH_WARD,M,22-Apr-71,CAPILLA_GUADALUPE_NORTE,"72428_MONIQUE_GLENS_SUITE_881
SOUTH_DEBORAHPORT,_MD_84344",JJOHNSON@HOTMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,AGRONOMÍA,12-Jan-21,BILL_MARTINEZ,M,29-Jan-59,BALNEARIO_OCEANO,"4646_NICHOLS_MOUNTAIN
JESSICALAND,_DC_67415",BRENDAMILLER@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,06-Sep-20,CHRISTOPHER_JACOBS,M,09-Jun-27,VILLA_DE_MAYO,"7188_ANDREW_WALK_SUITE_131
LAKE_MANUELSIDE,_ME_44115",OCRUZ@GMAIL.COM
UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,06-Dec-20,SERGIO_MORGAN,M,12-Feb-06,ALTO_LOS_CARDALES,"UNIT_9625_BOX_3680
DPO_AE_07123",MARY78@YAHOO.COM
